
    CHANNEL          E_MIN          E_MAX
       chan            keV            keV
       1063        10.6300        10.6400
       1064        10.6400        10.6500
       1065        10.6500        10.6600
       1066        10.6600        10.6700
       1067        10.6700        10.6800
       1068        10.6800        10.6900
       1069        10.6900        10.7000
       1070        10.7000        10.7100
       1071        10.7100        10.7200
       1072        10.7200        10.7300
       1073        10.7300        10.7400
       1074        10.7400        10.7500
       1075        10.7500        10.7600
       1076        10.7600        10.7700
       1077        10.7700        10.7800
       1078        10.7800        10.7900
       1079        10.7900        10.8000
       1080        10.8000        10.8100
       1081        10.8100        10.8200
       1082        10.8200        10.8300
       1083        10.8300        10.8400
       1084        10.8400        10.8500
       1085        10.8500        10.8600
       1086        10.8600        10.8700
       1087        10.8700        10.8800
       1088        10.8800        10.8900
       1089        10.8900        10.9000
       1090        10.9000        10.9100
       1091        10.9100        10.9200
       1092        10.9200        10.9300
       1093        10.9300        10.9400
       1094        10.9400        10.9500
       1095        10.9500        10.9600
       1096        10.9600        10.9700
       1097        10.9700        10.9800
       1098        10.9800        10.9900
       1099        10.9900        11.0000
       1100        11.0000        11.0100
       1101        11.0100        11.0200
       1102        11.0200        11.0300
       1103        11.0300        11.0400
       1104        11.0400        11.0500
       1105        11.0500        11.0600
       1106        11.0600        11.0700
       1107        11.0700        11.0800
       1108        11.0800        11.0900
       1109        11.0900        11.1000
       1110        11.1000        11.1100
       1111        11.1100        11.1200
       1112        11.1200        11.1300
       1113        11.1300        11.1400
       1114        11.1400        11.1500
       1115        11.1500        11.1600
       1116        11.1600        11.1700
       1117        11.1700        11.1800
       1118        11.1800        11.1900
       1119        11.1900        11.2000
       1120        11.2000        11.2100
       1121        11.2100        11.2200
       1122        11.2200        11.2300
       1123        11.2300        11.2400
       1124        11.2400        11.2500
       1125        11.2500        11.2600
       1126        11.2600        11.2700
       1127        11.2700        11.2800
       1128        11.2800        11.2900
       1129        11.2900        11.3000
       1130        11.3000        11.3100
       1131        11.3100        11.3200
       1132        11.3200        11.3300
       1133        11.3300        11.3400
       1134        11.3400        11.3500
       1135        11.3500        11.3600
       1136        11.3600        11.3700
       1137        11.3700        11.3800
       1138        11.3800        11.3900
       1139        11.3900        11.4000
       1140        11.4000        11.4100
       1141        11.4100        11.4200
       1142        11.4200        11.4300
       1143        11.4300        11.4400
       1144        11.4400        11.4500
       1145        11.4500        11.4600
       1146        11.4600        11.4700
       1147        11.4700        11.4800
       1148        11.4800        11.4900
       1149        11.4900        11.5000
       1150        11.5000        11.5100
       1151        11.5100        11.5200
       1152        11.5200        11.5300
       1153        11.5300        11.5400
       1154        11.5400        11.5500
       1155        11.5500        11.5600
       1156        11.5600        11.5700
       1157        11.5700        11.5800
       1158        11.5800        11.5900
       1159        11.5900        11.6000
       1160        11.6000        11.6100
       1161        11.6100        11.6200
       1162        11.6200        11.6300
       1163        11.6300        11.6400
       1164        11.6400        11.6500
       1165        11.6500        11.6600
       1166        11.6600        11.6700
       1167        11.6700        11.6800
       1168        11.6800        11.6900
       1169        11.6900        11.7000
       1170        11.7000        11.7100
       1171        11.7100        11.7200
       1172        11.7200        11.7300
       1173        11.7300        11.7400
       1174        11.7400        11.7500
       1175        11.7500        11.7600
       1176        11.7600        11.7700
       1177        11.7700        11.7800
       1178        11.7800        11.7900
       1179        11.7900        11.8000
       1180        11.8000        11.8100
       1181        11.8100        11.8200
       1182        11.8200        11.8300
       1183        11.8300        11.8400
       1184        11.8400        11.8500
       1185        11.8500        11.8600
       1186        11.8600        11.8700
       1187        11.8700        11.8800
       1188        11.8800        11.8900
       1189        11.8900        11.9000
       1190        11.9000        11.9100
       1191        11.9100        11.9200
       1192        11.9200        11.9300
       1193        11.9300        11.9400
       1194        11.9400        11.9500
       1195        11.9500        11.9600
       1196        11.9600        11.9700
       1197        11.9700        11.9800
       1198        11.9800        11.9900
       1199        11.9900        12.0000
       1200        12.0000        12.0100
       1201        12.0100        12.0200
       1202        12.0200        12.0300
       1203        12.0300        12.0400
       1204        12.0400        12.0500
       1205        12.0500        12.0600
       1206        12.0600        12.0700
       1207        12.0700        12.0800
       1208        12.0800        12.0900
       1209        12.0900        12.1000
       1210        12.1000        12.1100
       1211        12.1100        12.1200
       1212        12.1200        12.1300
       1213        12.1300        12.1400
       1214        12.1400        12.1500
       1215        12.1500        12.1600
       1216        12.1600        12.1700
       1217        12.1700        12.1800
       1218        12.1800        12.1900
       1219        12.1900        12.2000
       1220        12.2000        12.2100
       1221        12.2100        12.2200
       1222        12.2200        12.2300
       1223        12.2300        12.2400
       1224        12.2400        12.2500
       1225        12.2500        12.2600
       1226        12.2600        12.2700
       1227        12.2700        12.2800
       1228        12.2800        12.2900
       1229        12.2900        12.3000
       1230        12.3000        12.3100
       1231        12.3100        12.3200
       1232        12.3200        12.3300
       1233        12.3300        12.3400
       1234        12.3400        12.3500
       1235        12.3500        12.3600
       1236        12.3600        12.3700
       1237        12.3700        12.3800
       1238        12.3800        12.3900
       1239        12.3900        12.4000
       1240        12.4000        12.4100
       1241        12.4100        12.4200
       1242        12.4200        12.4300
       1243        12.4300        12.4400
       1244        12.4400        12.4500
       1245        12.4500        12.4600
       1246        12.4600        12.4700
       1247        12.4700        12.4800
       1248        12.4800        12.4900
       1249        12.4900        12.5000
       1250        12.5000        12.5100
       1251        12.5100        12.5200
       1252        12.5200        12.5300
       1253        12.5300        12.5400
       1254        12.5400        12.5500
       1255        12.5500        12.5600
       1256        12.5600        12.5700
       1257        12.5700        12.5800
       1258        12.5800        12.5900
       1259        12.5900        12.6000
       1260        12.6000        12.6100
       1261        12.6100        12.6200
       1262        12.6200        12.6300
       1263        12.6300        12.6400
       1264        12.6400        12.6500
       1265        12.6500        12.6600
       1266        12.6600        12.6700
       1267        12.6700        12.6800
       1268        12.6800        12.6900
       1269        12.6900        12.7000
       1270        12.7000        12.7100
       1271        12.7100        12.7200
       1272        12.7200        12.7300
       1273        12.7300        12.7400
       1274        12.7400        12.7500
       1275        12.7500        12.7600
       1276        12.7600        12.7700
       1277        12.7700        12.7800
       1278        12.7800        12.7900
       1279        12.7900        12.8000
       1280        12.8000        12.8100
       1281        12.8100        12.8200
       1282        12.8200        12.8300
       1283        12.8300        12.8400
       1284        12.8400        12.8500
       1285        12.8500        12.8600
       1286        12.8600        12.8700
       1287        12.8700        12.8800
       1288        12.8800        12.8900
       1289        12.8900        12.9000
       1290        12.9000        12.9100
       1291        12.9100        12.9200
       1292        12.9200        12.9300
       1293        12.9300        12.9400
       1294        12.9400        12.9500
       1295        12.9500        12.9600
       1296        12.9600        12.9700
       1297        12.9700        12.9800
       1298        12.9800        12.9900
       1299        12.9900        13.0000
       1300        13.0000        13.0100
       1301        13.0100        13.0200
       1302        13.0200        13.0300
       1303        13.0300        13.0400
       1304        13.0400        13.0500
       1305        13.0500        13.0600
       1306        13.0600        13.0700
       1307        13.0700        13.0800
       1308        13.0800        13.0900
       1309        13.0900        13.1000
       1310        13.1000        13.1100
       1311        13.1100        13.1200
       1312        13.1200        13.1300
       1313        13.1300        13.1400
       1314        13.1400        13.1500
       1315        13.1500        13.1600
       1316        13.1600        13.1700
       1317        13.1700        13.1800
       1318        13.1800        13.1900
       1319        13.1900        13.2000
       1320        13.2000        13.2100
       1321        13.2100        13.2200
       1322        13.2200        13.2300
       1323        13.2300        13.2400
       1324        13.2400        13.2500
       1325        13.2500        13.2600
       1326        13.2600        13.2700
       1327        13.2700        13.2800
       1328        13.2800        13.2900
       1329        13.2900        13.3000
       1330        13.3000        13.3100
       1331        13.3100        13.3200
       1332        13.3200        13.3300
       1333        13.3300        13.3400
       1334        13.3400        13.3500
       1335        13.3500        13.3600
       1336        13.3600        13.3700
       1337        13.3700        13.3800
       1338        13.3800        13.3900
       1339        13.3900        13.4000
       1340        13.4000        13.4100
       1341        13.4100        13.4200
       1342        13.4200        13.4300
       1343        13.4300        13.4400
       1344        13.4400        13.4500
       1345        13.4500        13.4600
       1346        13.4600        13.4700
       1347        13.4700        13.4800
       1348        13.4800        13.4900
       1349        13.4900        13.5000
       1350        13.5000        13.5100
       1351        13.5100        13.5200
       1352        13.5200        13.5300
       1353        13.5300        13.5400
       1354        13.5400        13.5500
       1355        13.5500        13.5600
       1356        13.5600        13.5700
       1357        13.5700        13.5800
       1358        13.5800        13.5900
       1359        13.5900        13.6000
       1360        13.6000        13.6100
       1361        13.6100        13.6200
       1362        13.6200        13.6300
       1363        13.6300        13.6400
       1364        13.6400        13.6500
       1365        13.6500        13.6600
       1366        13.6600        13.6700
       1367        13.6700        13.6800
       1368        13.6800        13.6900
       1369        13.6900        13.7000
       1370        13.7000        13.7100
       1371        13.7100        13.7200
       1372        13.7200        13.7300
       1373        13.7300        13.7400
       1374        13.7400        13.7500
       1375        13.7500        13.7600
       1376        13.7600        13.7700
       1377        13.7700        13.7800
       1378        13.7800        13.7900
       1379        13.7900        13.8000
       1380        13.8000        13.8100
       1381        13.8100        13.8200
       1382        13.8200        13.8300
       1383        13.8300        13.8400
       1384        13.8400        13.8500
       1385        13.8500        13.8600
       1386        13.8600        13.8700
       1387        13.8700        13.8800
       1388        13.8800        13.8900
       1389        13.8900        13.9000
       1390        13.9000        13.9100
       1391        13.9100        13.9200
       1392        13.9200        13.9300
       1393        13.9300        13.9400
       1394        13.9400        13.9500
       1395        13.9500        13.9600
       1396        13.9600        13.9700
       1397        13.9700        13.9800
       1398        13.9800        13.9900
       1399        13.9900        14.0000
       1400        14.0000        14.0100
       1401        14.0100        14.0200
       1402        14.0200        14.0300
       1403        14.0300        14.0400
       1404        14.0400        14.0500
       1405        14.0500        14.0600
       1406        14.0600        14.0700
       1407        14.0700        14.0800
       1408        14.0800        14.0900
       1409        14.0900        14.1000
       1410        14.1000        14.1100
       1411        14.1100        14.1200
       1412        14.1200        14.1300
       1413        14.1300        14.1400
       1414        14.1400        14.1500
       1415        14.1500        14.1600
       1416        14.1600        14.1700
       1417        14.1700        14.1800
       1418        14.1800        14.1900
       1419        14.1900        14.2000
       1420        14.2000        14.2100
       1421        14.2100        14.2200
       1422        14.2200        14.2300
       1423        14.2300        14.2400
       1424        14.2400        14.2500
       1425        14.2500        14.2600
       1426        14.2600        14.2700
       1427        14.2700        14.2800
       1428        14.2800        14.2900
       1429        14.2900        14.3000
       1430        14.3000        14.3100
       1431        14.3100        14.3200
       1432        14.3200        14.3300
       1433        14.3300        14.3400
       1434        14.3400        14.3500
       1435        14.3500        14.3600
       1436        14.3600        14.3700
       1437        14.3700        14.3800
       1438        14.3800        14.3900
       1439        14.3900        14.4000
       1440        14.4000        14.4100
       1441        14.4100        14.4200
       1442        14.4200        14.4300
       1443        14.4300        14.4400
       1444        14.4400        14.4500
       1445        14.4500        14.4600
       1446        14.4600        14.4700
       1447        14.4700        14.4800
       1448        14.4800        14.4900
       1449        14.4900        14.5000
       1450        14.5000        14.5100
       1451        14.5100        14.5200
       1452        14.5200        14.5300
       1453        14.5300        14.5400
       1454        14.5400        14.5500
       1455        14.5500        14.5600
       1456        14.5600        14.5700
       1457        14.5700        14.5800
       1458        14.5800        14.5900
       1459        14.5900        14.6000
       1460        14.6000        14.6100
       1461        14.6100        14.6200
       1462        14.6200        14.6300
       1463        14.6300        14.6400
       1464        14.6400        14.6500
       1465        14.6500        14.6600
       1466        14.6600        14.6700
       1467        14.6700        14.6800
       1468        14.6800        14.6900
       1469        14.6900        14.7000
       1470        14.7000        14.7100
       1471        14.7100        14.7200
       1472        14.7200        14.7300
       1473        14.7300        14.7400
       1474        14.7400        14.7500
       1475        14.7500        14.7600
       1476        14.7600        14.7700
       1477        14.7700        14.7800
       1478        14.7800        14.7900
       1479        14.7900        14.8000
       1480        14.8000        14.8100
       1481        14.8100        14.8200
       1482        14.8200        14.8300
       1483        14.8300        14.8400
       1484        14.8400        14.8500
       1485        14.8500        14.8600
       1486        14.8600        14.8700
       1487        14.8700        14.8800
       1488        14.8800        14.8900
       1489        14.8900        14.9000
       1490        14.9000        14.9100
       1491        14.9100        14.9200
       1492        14.9200        14.9300
       1493        14.9300        14.9400
       1494        14.9400        14.9500
       1495        14.9500        14.9600
       1496        14.9600        14.9700
       1497        14.9700        14.9800
       1498        14.9800        14.9900
       1499        14.9900        15.0000
       1500        15.0000        15.0100
